Movie,Na boca da noite,2016,68,Drama
Movie,The other side of the wind,2018,122,"Comedy,drama"
Movie,Chief zabu,2016,74,Comedy
Movie,The wandering soap opera,2017,80,"Comedy,drama,fantasy"
Movie,Bigfoot,2017,\N,"Horror,thriller"
Movie,Joe finds grace,2017,83,"Adventure,animation,comedy"
Movie,T.g.m. - osvoboditel,2018,60,Documentary
Movie,Bande de cons!,2018,82,Drama
Movie,Summer of the moonlight sonata,2015,\N,\n
Movie,Os monstros de babaloo,2016,100,Comedy
Movie,In memoriam alfons vranckx,2018,90,"Action,adventure,comedy"
Movie,To chase a million,2018,97,"Action,drama"
Movie,Short time heroes,2015,45,Sci-fi
Movie,Neeyum naanum,2018,136,\n
Movie,Snowblind,2015,\N,"Crime,drama"
Movie,Wazir,2016,103,"Action,crime,drama"
Movie,Bunyan and babe,2017,84,"Adventure,animation,comedy"
Movie,Chatâˆšâ¥ - the king of brazil,2015,102,Biography
Movie,The evil within,2017,98,Horror
Movie,Transeâˆšâˆ«ntes,2015,101,"Comedy,drama"
Movie,Fahrenheit 451,2018,100,"Drama,sci-fi,thriller"
Movie,Aman ke farishtey,2016,137,Action
Movie,Nappily ever after,2018,\N,"Comedy,drama,romance"
Movie,Boy with a movie camera,2017,\N,Documentary
Movie,The promise of perfume,2017,57,Documentary
Movie,Jurassic world,2015,124,"Action,adventure,sci-fi"
Movie,American pastoral,2016,108,"Crime,drama"
Movie,Motherless brooklyn,2019,\N,"Crime,drama"
Movie,The stanford prison experiment,2015,122,"Biography,drama,history"
Movie,Masters of the universe,2019,\N,"Action,adventure,drama"
Movie,The queen of sheba meets the atom man,2018,110,Comedy
Movie,Alita: battle angel,2018,\N,"Action,adventure,romance"
Movie,Untitled the flash film,2020,\N,"Action,adventure,fantasy"
Movie,Danger close,2019,\N,"Action,drama,war"
Movie,The history of love,2016,134,"Drama,romance,war"
Movie,Surviving in l.a.,2018,\N,"Comedy,drama,romance"
Movie,Shazam!,2019,\N,"Action,fantasy,sci-fi"
Movie,Clawed,2017,95,Horror
Movie,Wonder woman,2017,141,"Action,adventure,fantasy"
Movie,The only living boy in new york,2017,89,Drama
